id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
131,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,AGRIBISNIS,9188,UNIT,2016
804,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,8270,UNIT,2018
1192,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,26392,UNIT,2020
1316,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,22524,UNIT,2020
413,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,46304,UNIT,2017
2105,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,11894,UNIT,2023
354,32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,55437,UNIT,2017
91,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AGRIBISNIS,11826,UNIT,2016
1999,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,39825,UNIT,2023
291,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,17188,UNIT,2017
1428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA,13563,UNIT,2021
1431,32,JAWA BARAT,3209,KABUPATEN CIREBON,AGRIBISNIS,27221,UNIT,2021
2029,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KULINER,25846,UNIT,2023
1326,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,8786,UNIT,2020
1793,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,16931,UNIT,2022
2089,32,JAWA BARAT,3272,KOTA SUKABUMI,KULINER,15450,UNIT,2023
1051,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,10314,UNIT,2019
454,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,14447,UNIT,2017
745,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,83688,UNIT,2018
371,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AGRIBISNIS,9024,UNIT,2017
212,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,3595,UNIT,2016
785,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN,10234,UNIT,2018
1698,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,JASA,15020,UNIT,2022
1785,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,45359,UNIT,2022
1957,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KERAJINAN,25484,UNIT,2023
1391,32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,47716,UNIT,2021
850,32,JAWA BARAT,3204,KABUPATEN BANDUNG,OBAT-OBATAN,20065,UNIT,2019
610,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,9497,UNIT,2018
1258,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,9827,UNIT,2020
1163,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,75822,UNIT,2020
1537,32,JAWA BARAT,3271,KOTA BOGOR,KERAJINAN,9052,UNIT,2021
734,32,JAWA BARAT,3272,KOTA SUKABUMI,INDUSTRI,12010,UNIT,2018
151,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,26265,UNIT,2016
1856,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,28129,UNIT,2022
1105,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,70750,UNIT,2020
1699,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KULINER,26747,UNIT,2022
1994,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,63095,UNIT,2023
26,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MINUMAN,32901,UNIT,2016
1330,32,JAWA BARAT,3277,KOTA CIMAHI,OBAT-OBATAN,4889,UNIT,2020
228,32,JAWA BARAT,3275,KOTA BEKASI,JASA,24220,UNIT,2016
456,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,7212,UNIT,2017
180,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,2218,UNIT,2016
797,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KERAJINAN,13865,UNIT,2018
222,32,JAWA BARAT,3275,KOTA BEKASI,AKSESORIS,13440,UNIT,2016
575,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,54783,UNIT,2018
54,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,INDUSTRI,59885,UNIT,2016
1637,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KERAJINAN,44935,UNIT,2022
475,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,112392,UNIT,2017
1466,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,42449,UNIT,2021
206,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,24755,UNIT,2016
1347,32,JAWA BARAT,3279,KOTA BANJAR,KERAJINAN,3246,UNIT,2020
340,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,7969,UNIT,2017
1289,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,132111,UNIT,2020
480,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,20893,UNIT,2017
1616,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,4043,UNIT,2021
36,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,44242,UNIT,2016
1816,32,JAWA BARAT,3272,KOTA SUKABUMI,MINUMAN,6788,UNIT,2022
2050,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,21143,UNIT,2023
184,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,19474,UNIT,2016
1737,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KERAJINAN,36760,UNIT,2022
1722,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,21827,UNIT,2022
633,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,24741,UNIT,2018
1621,32,JAWA BARAT,3201,KABUPATEN BOGOR,AGRIBISNIS,57395,UNIT,2022
1190,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,OBAT-OBATAN,8119,UNIT,2020
593,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,47452,UNIT,2018
1436,32,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,70561,UNIT,2021
100,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,OBAT-OBATAN,5748,UNIT,2016
1960,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,10018,UNIT,2023
2071,32,JAWA BARAT,3271,KOTA BOGOR,AGRIBISNIS,16253,UNIT,2023
821,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,29111,UNIT,2019
52,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,17774,UNIT,2016
125,32,JAWA BARAT,3213,KABUPATEN SUBANG,MAKANAN,21996,UNIT,2016
893,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,47327,UNIT,2019
1269,32,JAWA BARAT,3271,KOTA BOGOR,KULINER,22230,UNIT,2020
281,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AGRIBISNIS,28665,UNIT,2017
1953,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,57070,UNIT,2023
2142,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,15741,UNIT,2023
408,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,11761,UNIT,2017
127,32,JAWA BARAT,3213,KABUPATEN SUBANG,KERAJINAN,18464,UNIT,2016
1977,32,JAWA BARAT,3209,KABUPATEN CIREBON,KERAJINAN,51240,UNIT,2023
1286,32,JAWA BARAT,3273,KOTA BANDUNG,MINUMAN,36210,UNIT,2020
1902,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,AKSESORIS,40239,UNIT,2023
1076,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,5009,UNIT,2019
1310,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,14133,UNIT,2020
617,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KERAJINAN,13042,UNIT,2018
1786,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,41347,UNIT,2022
374,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,24735,UNIT,2017
835,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MAKANAN,53530,UNIT,2019
1491,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,41635,UNIT,2021
1122,32,JAWA BARAT,3205,KABUPATEN GARUT,AKSESORIS,26669,UNIT,2020
1590,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,12318,UNIT,2021
376,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,17206,UNIT,2017
483,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,7893,UNIT,2017
727,32,JAWA BARAT,3271,KOTA BOGOR,KERAJINAN,8674,UNIT,2018
1587,32,JAWA BARAT,3276,KOTA DEPOK,KERAJINAN,18068,UNIT,2021
726,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,15508,UNIT,2018
728,32,JAWA BARAT,3271,KOTA BOGOR,JASA,7896,UNIT,2018
1613,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,8363,UNIT,2021
1658,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,65611,UNIT,2022
764,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,63317,UNIT,2018
1057,32,JAWA BARAT,3277,KOTA CIMAHI,KERAJINAN,8803,UNIT,2019
1670,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,17476,UNIT,2022
1866,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,12735,UNIT,2022
418,32,JAWA BARAT,3215,KABUPATEN KARAWANG,JASA,31836,UNIT,2017
996,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,15888,UNIT,2019
1243,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,32036,UNIT,2020
201,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,32654,UNIT,2016
977,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KERAJINAN,21999,UNIT,2019
23,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,34249,UNIT,2016
1599,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,10228,UNIT,2021
1178,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA,19876,UNIT,2020
951,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AGRIBISNIS,37137,UNIT,2019
1171,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AGRIBISNIS,22556,UNIT,2020
1771,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,38973,UNIT,2022
1918,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,48870,UNIT,2023
2087,32,JAWA BARAT,3272,KOTA SUKABUMI,KERAJINAN,7956,UNIT,2023
2044,32,JAWA BARAT,3216,KABUPATEN BEKASI,INDUSTRI,125936,UNIT,2023
1449,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,37701,UNIT,2021
1643,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASHION,91689,UNIT,2022
215,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,5608,UNIT,2016
569,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,38547,UNIT,2018
432,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,13648,UNIT,2017
979,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,38372,UNIT,2019
2091,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,77088,UNIT,2023
1924,32,JAWA BARAT,3204,KABUPATEN BANDUNG,INDUSTRI,217471,UNIT,2023
597,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KERAJINAN,19403,UNIT,2018
603,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,22108,UNIT,2018
960,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,12608,UNIT,2019
1782,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,AKSESORIS,23949,UNIT,2022
2025,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,33037,UNIT,2023
1679,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,41204,UNIT,2022
2092,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,64434,UNIT,2023
1020,32,JAWA BARAT,3273,KOTA BANDUNG,OBAT-OBATAN,30584,UNIT,2019
1245,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,46799,UNIT,2020
553,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,72281,UNIT,2018
355,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,50335,UNIT,2017
825,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MAKANAN,58646,UNIT,2019
1084,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,139106,UNIT,2020
445,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,13453,UNIT,2017
1319,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,26526,UNIT,2020
365,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,26916,UNIT,2017
2014,32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,134751,UNIT,2023
1715,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,39713,UNIT,2022
13,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASHION,53473,UNIT,2016
554,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,96098,UNIT,2018
471,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,51197,UNIT,2017
1008,32,JAWA BARAT,3272,KOTA SUKABUMI,JASA,4653,UNIT,2019
934,32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,44380,UNIT,2019
961,32,JAWA BARAT,3216,KABUPATEN BEKASI,AGRIBISNIS,25810,UNIT,2019
1148,32,JAWA BARAT,3207,KABUPATEN CIAMIS,JASA,21961,UNIT,2020
1514,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,INDUSTRI,72811,UNIT,2021
1186,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,20908,UNIT,2020
840,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,14400,UNIT,2019
1942,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,25294,UNIT,2023
1827,32,JAWA BARAT,3273,KOTA BANDUNG,KERAJINAN,56930,UNIT,2022
1022,32,JAWA BARAT,3274,KOTA CIREBON,AKSESORIS,3944,UNIT,2019
461,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,4420,UNIT,2017
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,9795,UNIT,2017
783,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,14925,UNIT,2018
1754,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,INDUSTRI,52340,UNIT,2022
517,32,JAWA BARAT,3277,KOTA CIMAHI,KERAJINAN,8409,UNIT,2017
178,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,JASA,6143,UNIT,2016
1139,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KULINER,40830,UNIT,2020
231,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,18024,UNIT,2016
345,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,17642,UNIT,2017
265,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN,4513,UNIT,2016
41,32,JAWA BARAT,3205,KABUPATEN GARUT,AGRIBISNIS,18911,UNIT,2016
997,32,JAWA BARAT,3271,KOTA BOGOR,KERAJINAN,11729,UNIT,2019
1225,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,73964,UNIT,2020
685,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,49831,UNIT,2018
61,32,JAWA BARAT,3207,KABUPATEN CIAMIS,AGRIBISNIS,13343,UNIT,2016
149,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KULINER,22313,UNIT,2016
1296,32,JAWA BARAT,3274,KOTA CIREBON,MINUMAN,4586,UNIT,2020
1935,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,96480,UNIT,2023
1176,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MINUMAN,25756,UNIT,2020
2023,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,39516,UNIT,2023
396,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,23112,UNIT,2017
1767,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KERAJINAN,45730,UNIT,2022
1555,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,176788,UNIT,2021
1045,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,46002,UNIT,2019
2080,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,6609,UNIT,2023
2160,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1847,UNIT,2023
1443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASHION,56299,UNIT,2021
229,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,27814,UNIT,2016
1720,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,OBAT-OBATAN,9692,UNIT,2022
1054,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,15259,UNIT,2019
2150,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,8291,UNIT,2023
812,32,JAWA BARAT,3201,KABUPATEN BOGOR,AKSESORIS,47167,UNIT,2019
982,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,7556,UNIT,2019
1395,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,78584,UNIT,2021
706,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,27657,UNIT,2018
1691,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AGRIBISNIS,11995,UNIT,2022
1601,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,9393,UNIT,2021
837,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KERAJINAN,36269,UNIT,2019
223,32,JAWA BARAT,3275,KOTA BEKASI,FASHION,29596,UNIT,2016
63,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,23681,UNIT,2016
1940,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,24174,UNIT,2023
190,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,3706,UNIT,2016
1841,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,31026,UNIT,2022
1281,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,38845,UNIT,2020
1683,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,47644,UNIT,2022
44,32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,91134,UNIT,2016
29,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,34836,UNIT,2016
86,32,JAWA BARAT,3209,KABUPATEN CIREBON,MINUMAN,24216,UNIT,2016
135,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MAKANAN,18842,UNIT,2016
185,32,JAWA BARAT,3271,KOTA BOGOR,MAKANAN,11131,UNIT,2016
992,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,8508,UNIT,2019
700,32,JAWA BARAT,3216,KABUPATEN BEKASI,OBAT-OBATAN,10576,UNIT,2018
1087,32,JAWA BARAT,3201,KABUPATEN BOGOR,KERAJINAN,69838,UNIT,2020
1517,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KERAJINAN,30131,UNIT,2021
462,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,4170,UNIT,2017
357,32,JAWA BARAT,3209,KABUPATEN CIREBON,KERAJINAN,28817,UNIT,2017
936,32,JAWA BARAT,3213,KABUPATEN SUBANG,MINUMAN,21795,UNIT,2019
509,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,26649,UNIT,2017
1736,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MINUMAN,46798,UNIT,2022
1160,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,7128,UNIT,2020
2081,32,JAWA BARAT,3272,KOTA SUKABUMI,AGRIBISNIS,7692,UNIT,2023
105,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,22017,UNIT,2016
817,32,JAWA BARAT,3201,KABUPATEN BOGOR,KERAJINAN,41383,UNIT,2019
123,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASHION,22517,UNIT,2016
1802,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,10542,UNIT,2022
188,32,JAWA BARAT,3271,KOTA BOGOR,JASA,8013,UNIT,2016
1847,32,JAWA BARAT,3275,KOTA BEKASI,KERAJINAN,42757,UNIT,2022
1848,32,JAWA BARAT,3275,KOTA BEKASI,JASA,45945,UNIT,2022
2002,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,18855,UNIT,2023
1569,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,7891,UNIT,2021
613,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASHION,25508,UNIT,2018
1588,32,JAWA BARAT,3276,KOTA DEPOK,JASA,18663,UNIT,2021
1729,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KULINER,26060,UNIT,2022
818,32,JAWA BARAT,3201,KABUPATEN BOGOR,JASA,61289,UNIT,2019
904,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,72173,UNIT,2019
478,32,JAWA BARAT,3273,KOTA BANDUNG,JASA,51528,UNIT,2017
584,32,JAWA BARAT,3205,KABUPATEN GARUT,INDUSTRI,72034,UNIT,2018
140,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,4821,UNIT,2016
1704,32,JAWA BARAT,3209,KABUPATEN CIREBON,INDUSTRI,141935,UNIT,2022
1795,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MAKANAN,26843,UNIT,2022
489,32,JAWA BARAT,3274,KOTA CIREBON,KULINER,6337,UNIT,2017
693,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,37383,UNIT,2018
873,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASHION,26980,UNIT,2019
1372,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AKSESORIS,30101,UNIT,2021
2010,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,OBAT-OBATAN,16826,UNIT,2023
1426,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MINUMAN,18299,UNIT,2021
547,32,JAWA BARAT,3201,KABUPATEN BOGOR,KERAJINAN,47394,UNIT,2018
53,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,36826,UNIT,2016
1277,32,JAWA BARAT,3272,KOTA SUKABUMI,KERAJINAN,5063,UNIT,2020
1578,32,JAWA BARAT,3275,KOTA BEKASI,JASA,32042,UNIT,2021
1280,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,1710,UNIT,2020
1580,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,12002,UNIT,2021
