id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_usaha,jumlah_umkm,satuan,tahun
1588,32,JAWA BARAT,3276,KOTA DEPOK,JASA,16716,UNIT,2021
1509,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,22176,UNIT,2021
893,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,29869,UNIT,2019
263,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,3142,UNIT,2016
1650,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,22692,UNIT,2022
1620,32,JAWA BARAT,3279,KOTA BANJAR,OBAT-OBATAN,1949,UNIT,2021
506,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,16464,UNIT,2017
652,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,19770,UNIT,2018
1094,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,41650,UNIT,2020
1002,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,4534,UNIT,2019
592,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,15394,UNIT,2018
2137,32,JAWA BARAT,3277,KOTA CIMAHI,KERAJINAN,8514,UNIT,2023
1395,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,47192,UNIT,2021
1708,32,JAWA BARAT,3209,KABUPATEN CIREBON,JASA,35340,UNIT,2022
1254,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,INDUSTRI,11441,UNIT,2020
543,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASHION,54343,UNIT,2018
915,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MAKANAN,21188,UNIT,2019
735,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,5060,UNIT,2018
1414,32,JAWA BARAT,3207,KABUPATEN CIAMIS,INDUSTRI,27483,UNIT,2021
85,32,JAWA BARAT,3209,KABUPATEN CIREBON,MAKANAN,26874,UNIT,2016
764,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,39752,UNIT,2018
102,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,10056,UNIT,2016
2101,32,JAWA BARAT,3274,KOTA CIREBON,AGRIBISNIS,5303,UNIT,2023
717,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KERAJINAN,5265,UNIT,2018
200,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,2334,UNIT,2016
1293,32,JAWA BARAT,3274,KOTA CIREBON,FASHION,4680,UNIT,2020
1171,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,AGRIBISNIS,21544,UNIT,2020
1210,32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,12700,UNIT,2020
30,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,9126,UNIT,2016
682,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,23205,UNIT,2018
768,32,JAWA BARAT,3275,KOTA BEKASI,JASA,17547,UNIT,2018
510,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,8197,UNIT,2017
16,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,17432,UNIT,2016
1594,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,14250,UNIT,2021
334,32,JAWA BARAT,3207,KABUPATEN CIAMIS,INDUSTRI,16192,UNIT,2017
498,32,JAWA BARAT,3275,KOTA BEKASI,JASA,27852,UNIT,2017
249,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,6896,UNIT,2016
1726,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,14317,UNIT,2022
1881,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,3147,UNIT,2022
350,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,5046,UNIT,2017
1815,32,JAWA BARAT,3272,KOTA SUKABUMI,MAKANAN,5663,UNIT,2022
539,32,JAWA BARAT,3279,KOTA BANJAR,KULINER,3499,UNIT,2017
789,32,JAWA BARAT,3277,KOTA CIMAHI,KULINER,6749,UNIT,2018
1710,32,JAWA BARAT,3209,KABUPATEN CIREBON,OBAT-OBATAN,23480,UNIT,2022
1444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,40235,UNIT,2021
890,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,OBAT-OBATAN,6805,UNIT,2019
1449,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KULINER,22072,UNIT,2021
635,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,21637,UNIT,2018
1283,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,39498,UNIT,2020
417,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KERAJINAN,22255,UNIT,2017
298,32,JAWA BARAT,3203,KABUPATEN CIANJUR,JASA,28596,UNIT,2017
1066,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MINUMAN,7612,UNIT,2019
24,32,JAWA BARAT,3203,KABUPATEN CIANJUR,INDUSTRI,34604,UNIT,2016
732,32,JAWA BARAT,3272,KOTA SUKABUMI,AKSESORIS,3656,UNIT,2018
2111,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,23186,UNIT,2023
1935,32,JAWA BARAT,3205,KABUPATEN GARUT,MAKANAN,42631,UNIT,2023
1492,32,JAWA BARAT,3215,KABUPATEN KARAWANG,AKSESORIS,27039,UNIT,2021
967,32,JAWA BARAT,3216,KABUPATEN BEKASI,KERAJINAN,27266,UNIT,2019
1331,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AGRIBISNIS,12628,UNIT,2020
1322,32,JAWA BARAT,3277,KOTA CIMAHI,AKSESORIS,4684,UNIT,2020
1129,32,JAWA BARAT,3205,KABUPATEN GARUT,KULINER,24665,UNIT,2020
2040,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,13169,UNIT,2023
467,32,JAWA BARAT,3272,KOTA SUKABUMI,KERAJINAN,5185,UNIT,2017
473,32,JAWA BARAT,3273,KOTA BANDUNG,FASHION,54111,UNIT,2017
801,32,JAWA BARAT,3279,KOTA BANJAR,AGRIBISNIS,3106,UNIT,2018
2148,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,11705,UNIT,2023
1035,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN,21566,UNIT,2019
1825,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,76208,UNIT,2022
2000,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,OBAT-OBATAN,8576,UNIT,2023
1659,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KULINER,65601,UNIT,2022
1709,32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,26613,UNIT,2022
1910,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,25216,UNIT,2023
186,32,JAWA BARAT,3271,KOTA BOGOR,MINUMAN,7575,UNIT,2016
158,32,JAWA BARAT,3216,KABUPATEN BEKASI,JASA,26730,UNIT,2016
1488,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,JASA,9851,UNIT,2021
775,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN,24902,UNIT,2018
226,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,20854,UNIT,2016
1110,32,JAWA BARAT,3203,KABUPATEN CIANJUR,OBAT-OBATAN,16297,UNIT,2020
708,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,19541,UNIT,2018
1360,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,28855,UNIT,2021
229,32,JAWA BARAT,3275,KOTA BEKASI,KULINER,21903,UNIT,2016
1281,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,39175,UNIT,2020
712,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,5151,UNIT,2018
953,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASHION,31211,UNIT,2019
1844,32,JAWA BARAT,3275,KOTA BEKASI,INDUSTRI,38056,UNIT,2022
238,32,JAWA BARAT,3276,KOTA DEPOK,JASA,17656,UNIT,2016
1344,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,6384,UNIT,2020
578,32,JAWA BARAT,3204,KABUPATEN BANDUNG,JASA,34056,UNIT,2018
447,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KERAJINAN,7375,UNIT,2017
1246,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MINUMAN,17009,UNIT,2020
853,32,JAWA BARAT,3205,KABUPATEN GARUT,FASHION,30323,UNIT,2019
1157,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KERAJINAN,14422,UNIT,2020
522,32,JAWA BARAT,3278,KOTA TASIKMALAYA,AKSESORIS,9328,UNIT,2017
1155,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MAKANAN,17706,UNIT,2020
1184,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,16414,UNIT,2020
1613,32,JAWA BARAT,3279,KOTA BANJAR,FASHION,4340,UNIT,2021
410,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,4130,UNIT,2017
1808,32,JAWA BARAT,3271,KOTA BOGOR,JASA,8826,UNIT,2022
394,32,JAWA BARAT,3213,KABUPATEN SUBANG,INDUSTRI,24459,UNIT,2017
1048,32,JAWA BARAT,3276,KOTA DEPOK,JASA,19780,UNIT,2019
1010,32,JAWA BARAT,3272,KOTA SUKABUMI,OBAT-OBATAN,3030,UNIT,2019
1919,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,28856,UNIT,2023
1132,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,AKSESORIS,14264,UNIT,2020
2097,32,JAWA BARAT,3273,KOTA BANDUNG,KERAJINAN,58512,UNIT,2023
2035,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,44242,UNIT,2023
1834,32,JAWA BARAT,3274,KOTA CIREBON,INDUSTRI,7986,UNIT,2022
839,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KULINER,32976,UNIT,2019
1955,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MAKANAN,24144,UNIT,2023
587,32,JAWA BARAT,3205,KABUPATEN GARUT,KERAJINAN,22698,UNIT,2018
2120,32,JAWA BARAT,3275,KOTA BEKASI,OBAT-OBATAN,12357,UNIT,2023
788,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,5082,UNIT,2018
438,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,18649,UNIT,2017
244,32,JAWA BARAT,3277,KOTA CIMAHI,INDUSTRI,6054,UNIT,2016
1101,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,41356,UNIT,2020
1407,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KERAJINAN,19478,UNIT,2021
642,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AKSESORIS,9397,UNIT,2018
1096,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MINUMAN,24900,UNIT,2020
755,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,5552,UNIT,2018
1070,32,JAWA BARAT,3278,KOTA TASIKMALAYA,OBAT-OBATAN,3878,UNIT,2019
1298,32,JAWA BARAT,3274,KOTA CIREBON,JASA,3739,UNIT,2020
2070,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,OBAT-OBATAN,3871,UNIT,2023
1282,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,35354,UNIT,2020
2061,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AGRIBISNIS,7848,UNIT,2023
1371,32,JAWA BARAT,3203,KABUPATEN CIANJUR,AGRIBISNIS,41393,UNIT,2021
1593,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,6927,UNIT,2021
2043,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,31613,UNIT,2023
2149,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,10890,UNIT,2023
1472,32,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,21723,UNIT,2021
1031,32,JAWA BARAT,3275,KOTA BEKASI,AGRIBISNIS,18141,UNIT,2019
89,32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,31128,UNIT,2016
1319,32,JAWA BARAT,3276,KOTA DEPOK,KULINER,17167,UNIT,2020
1655,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MAKANAN,64444,UNIT,2022
9,32,JAWA BARAT,3201,KABUPATEN BOGOR,KULINER,39780,UNIT,2016
554,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,INDUSTRI,42863,UNIT,2018
297,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KERAJINAN,22091,UNIT,2017
106,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MINUMAN,7897,UNIT,2016
374,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,INDUSTRI,13746,UNIT,2017
1787,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KERAJINAN,22570,UNIT,2022
1249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KULINER,15308,UNIT,2020
145,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MAKANAN,24414,UNIT,2016
1188,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,JASA,15502,UNIT,2020
228,32,JAWA BARAT,3275,KOTA BEKASI,JASA,25082,UNIT,2016
259,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KULINER,6908,UNIT,2016
572,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,34202,UNIT,2018
172,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,AKSESORIS,3424,UNIT,2016
1169,32,JAWA BARAT,3209,KABUPATEN CIREBON,KULINER,34657,UNIT,2020
152,32,JAWA BARAT,3216,KABUPATEN BEKASI,AKSESORIS,15594,UNIT,2016
617,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KERAJINAN,12664,UNIT,2018
168,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,JASA,12689,UNIT,2016
2108,32,JAWA BARAT,3274,KOTA CIREBON,JASA,4844,UNIT,2023
243,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,6296,UNIT,2016
766,32,JAWA BARAT,3275,KOTA BEKASI,MINUMAN,16581,UNIT,2018
190,32,JAWA BARAT,3271,KOTA BOGOR,OBAT-OBATAN,3650,UNIT,2016
1213,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASHION,9975,UNIT,2020
1742,32,JAWA BARAT,3213,KABUPATEN SUBANG,AKSESORIS,16665,UNIT,2022
960,32,JAWA BARAT,3215,KABUPATEN KARAWANG,OBAT-OBATAN,11849,UNIT,2019
1174,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,22858,UNIT,2020
280,32,JAWA BARAT,3201,KABUPATEN BOGOR,OBAT-OBATAN,24575,UNIT,2017
1420,32,JAWA BARAT,3207,KABUPATEN CIAMIS,OBAT-OBATAN,12185,UNIT,2021
130,32,JAWA BARAT,3213,KABUPATEN SUBANG,OBAT-OBATAN,8543,UNIT,2016
2138,32,JAWA BARAT,3277,KOTA CIMAHI,JASA,10335,UNIT,2023
1346,32,JAWA BARAT,3279,KOTA BANJAR,MINUMAN,3214,UNIT,2020
1922,32,JAWA BARAT,3204,KABUPATEN BANDUNG,AKSESORIS,46698,UNIT,2023
241,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,7240,UNIT,2016
1714,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,INDUSTRI,28449,UNIT,2022
658,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,JASA,22456,UNIT,2018
2145,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN,18761,UNIT,2023
1370,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,OBAT-OBATAN,15404,UNIT,2021
747,32,JAWA BARAT,3273,KOTA BANDUNG,KERAJINAN,48240,UNIT,2018
1718,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,JASA,17102,UNIT,2022
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,INDUSTRI,59587,UNIT,2016
2057,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KERAJINAN,23210,UNIT,2023
1907,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KERAJINAN,37715,UNIT,2023
101,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,AGRIBISNIS,8353,UNIT,2016
36,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MINUMAN,33491,UNIT,2016
502,32,JAWA BARAT,3276,KOTA DEPOK,AKSESORIS,16392,UNIT,2017
804,32,JAWA BARAT,3279,KOTA BANJAR,INDUSTRI,5521,UNIT,2018
1320,32,JAWA BARAT,3276,KOTA DEPOK,OBAT-OBATAN,13271,UNIT,2020
798,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA,11551,UNIT,2018
1851,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,22728,UNIT,2022
1596,32,JAWA BARAT,3277,KOTA CIMAHI,MINUMAN,5495,UNIT,2021
699,32,JAWA BARAT,3216,KABUPATEN BEKASI,KULINER,26561,UNIT,2018
1253,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASHION,7546,UNIT,2020
60,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,OBAT-OBATAN,8418,UNIT,2016
2099,32,JAWA BARAT,3273,KOTA BANDUNG,KULINER,81529,UNIT,2023
1888,32,JAWA BARAT,3279,KOTA BANJAR,JASA,3834,UNIT,2022
1760,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,OBAT-OBATAN,5596,UNIT,2022
472,32,JAWA BARAT,3273,KOTA BANDUNG,AKSESORIS,21208,UNIT,2017
1494,32,JAWA BARAT,3215,KABUPATEN KARAWANG,INDUSTRI,43895,UNIT,2021
236,32,JAWA BARAT,3276,KOTA DEPOK,MINUMAN,11282,UNIT,2016
72,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,AKSESORIS,6218,UNIT,2016
1011,32,JAWA BARAT,3273,KOTA BANDUNG,AGRIBISNIS,29800,UNIT,2019
1730,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,OBAT-OBATAN,10262,UNIT,2022
1515,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MAKANAN,31807,UNIT,2021
1295,32,JAWA BARAT,3274,KOTA CIREBON,MAKANAN,6897,UNIT,2020
724,32,JAWA BARAT,3271,KOTA BOGOR,INDUSTRI,17611,UNIT,2018
607,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KERAJINAN,15786,UNIT,2018
58,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,JASA,15376,UNIT,2016
922,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,AKSESORIS,17478,UNIT,2019
1555,32,JAWA BARAT,3273,KOTA BANDUNG,MAKANAN,69096,UNIT,2021
654,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,INDUSTRI,25092,UNIT,2018
344,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,INDUSTRI,14192,UNIT,2017
1703,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASHION,46575,UNIT,2022
1417,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KERAJINAN,18944,UNIT,2021
423,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASHION,29341,UNIT,2017
231,32,JAWA BARAT,3276,KOTA DEPOK,AGRIBISNIS,16264,UNIT,2016
1943,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASHION,32995,UNIT,2023
860,32,JAWA BARAT,3205,KABUPATEN GARUT,OBAT-OBATAN,15742,UNIT,2019
95,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MAKANAN,21880,UNIT,2016
931,32,JAWA BARAT,3213,KABUPATEN SUBANG,AGRIBISNIS,20641,UNIT,2019
1591,32,JAWA BARAT,3277,KOTA CIMAHI,AGRIBISNIS,6641,UNIT,2021
1783,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASHION,19896,UNIT,2022
1863,32,JAWA BARAT,3277,KOTA CIMAHI,FASHION,11117,UNIT,2022
722,32,JAWA BARAT,3271,KOTA BOGOR,AKSESORIS,8921,UNIT,2018
